J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),1,3,BebmS (Blind),1,0.0621040247914618,1.0,0.696958589553833,0.25757575757575757,,1.008888888888889,,4.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),1,3,Random Guessing,1,0.0621040247914618,1.0,0.0,0.6363636363636364,,5.8933333333333335,,4.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),1,3,SuStaIn (GMM),1,0.0621040247914618,1.0,0.5916721224784851,0.4696969696969697,,3.466666666666667,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),2,3,BebmS,1,0.4594004081863739,1.0,0.4695409337679545,0.19696969696969696,,0.0,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),2,3,BebmS (Blind),1,0.4594004081863739,1.0,0.6154258886973063,0.2878787878787879,,0.9066666666666666,,4.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),2,3,Random Guessing,1,0.4594004081863739,1.0,0.0,0.5909090909090909,,5.56,,4.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),2,3,SuStaIn (GMM),1,0.4594004081863739,1.0,0.5657262086868287,0.3939393939393939,,1.8177777777777777,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),2,3,SuStaIn (KDE),1,0.4594004081863739,1.0,0.5091781099637349,0.4090909090909091,,0.06222222222222222,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),3,3,BebmS,3,0.3712579250445162,0.6674436674436675,1.0977607846260071,0.2929292929292929,0.21309445355403217,0.0,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),3,3,BebmS (Blind),3,0.3712579250445162,0.6674436674436675,2.3454408327738445,0.31313131313131315,0.23513340166382654,0.04888888888888889,,3.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),3,3,Random Guessing,3,0.3712579250445162,0.6674436674436675,0.0,0.5505050505050505,0.02706970422208921,5.515555555555555,,3.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),3,3,SuStaIn (GMM),3,0.3712579250445162,0.6674436674436675,3.976576089859009,0.25252525252525254,0.0755838137917504,0.3377777777777778,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),3,3,SuStaIn (KDE),3,0.3712579250445162,0.6674436674436675,3.869301656881968,0.2929292929292929,0.056377598694230625,0.02666666666666667,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),4,3,BebmS,1,0.40189518922629,1.0,0.796854555606842,0.030303030303030304,,0.022222222222222223,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),4,3,BebmS (Blind),1,0.40189518922629,1.0,1.2302649974823,0.06060606060606061,,1.1288888888888888,,1.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),4,3,Random Guessing,1,0.40189518922629,1.0,0.0,0.6212121212121212,,6.24,,1.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),4,3,SuStaIn (GMM),1,0.40189518922629,1.0,0.9063463727633159,0.25757575757575757,,1.3911111111111112,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),5,3,BebmS,4,0.4101445445042332,0.5034965034965035,1.4581649025281271,0.30303030303030304,0.15752518370551147,0.0044444444444444444,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),5,3,BebmS (Blind),4,0.4101445445042332,0.5034965034965035,3.116956301530202,0.446969696969697,0.19843142826652513,0.11555555555555555,,2.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),5,3,Random Guessing,4,0.4101445445042332,0.5034965034965035,0.0,0.41287878787878785,0.020353962474736604,6.0,,2.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),5,3,SuStaIn (GMM),4,0.4101445445042332,0.5034965034965035,7.035572957992554,0.34848484848484845,0.06905664469900359,0.5733333333333334,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),5,3,SuStaIn (KDE),4,0.4101445445042332,0.5034965034965035,7.579139570395152,0.3143939393939394,0.03562345907999459,0.0044444444444444444,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),6,3,BebmS,5,0.22703637270583038,0.34881118881118883,1.3546815196673074,0.30303030303030304,0.16710631546961016,0.02666666666666667,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),6,3,BebmS (Blind),5,0.22703637270583038,0.34881118881118883,2.1401636203130088,0.3151515151515151,0.09349565409648045,0.1688888888888889,,2.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),6,3,Random Guessing,5,0.22703637270583038,0.34881118881118883,0.0,0.35757575757575755,0.014523373311000173,6.28,,2.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),6,3,SuStaIn (GMM),5,0.22703637270583038,0.34881118881118883,8.415066095193227,0.3848484848484849,0.07404254739594683,1.0711111111111111,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),6,3,SuStaIn (KDE),5,0.22703637270583038,0.34881118881118883,9.063870640595754,0.3242424242424243,0.07516903196970984,0.13333333333333333,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),7,3,BebmS,5,0.4577142668715682,0.7633566433566433,1.1815433263778687,0.24242424242424238,0.1081543683736937,0.035555555555555556,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),7,3,BebmS (Blind),5,0.4577142668715682,0.7633566433566433,2.371417927742004,0.3090909090909091,0.02991515279497688,0.16444444444444445,,3.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),7,3,Random Guessing,5,0.4577142668715682,0.7633566433566433,0.0,0.4878787878787879,-0.0027110505933485352,5.6,,3.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),7,3,SuStaIn (GMM),5,0.4577142668715682,0.7633566433566433,7.4590208808581036,0.45757575757575764,0.03076711431879642,0.7066666666666667,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),7,3,SuStaIn (KDE),5,0.4577142668715682,0.7633566433566433,7.639279413223266,0.25757575757575757,0.060653984812158064,0.08888888888888889,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),8,3,BebmS,1,0.14105681139440654,1.0,0.43167417446772255,0.07575757575757576,,0.022222222222222223,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),8,3,BebmS (Blind),1,0.14105681139440654,1.0,0.9473451137542724,0.18181818181818182,,0.5955555555555555,,0.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),8,3,Random Guessing,1,0.14105681139440654,1.0,0.0,0.5606060606060606,,6.084444444444444,,0.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),8,3,SuStaIn (GMM),1,0.14105681139440654,1.0,0.7218674341837565,0.2878787878787879,,1.3244444444444445,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),9,3,BebmS,3,0.030894756490972328,0.1888111888111888,1.1956522504488627,0.2777777777777778,0.24755351681957186,0.017777777777777778,,,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),9,3,BebmS (Blind),3,0.030894756490972328,0.1888111888111888,2.577886974811554,0.23737373737373738,0.09807256235827665,0.044444444444444446,,3.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),9,3,Random Guessing,3,0.030894756490972328,0.1888111888111888,0.0,0.4343434343434343,-0.012355356476297126,5.986666666666666,,3.0,100,100
300,0.75,Exp 3: S & Ordinal kj (Uniform) & X (Normal),9,3,SuStaIn (GMM),3,0.030894756490972328,0.1888111888111888,4.219811936219533,0.4444444444444445,0.16935857805255022,1.0355555555555556,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),0,4,BebmS,5,0.1733679211647321,0.46797202797202797,1.5947730541229248,0.33030303030303027,0.038745412918930404,0.03111111111111111,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),0,4,BebmS (Blind),5,0.1733679211647321,0.46797202797202797,3.2842129985491435,0.3363636363636363,0.054270946485995494,0.9555555555555556,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),0,4,Random Guessing,5,0.1733679211647321,0.46797202797202797,0.0,0.403030303030303,-0.020660371122682816,6.875555555555556,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),0,4,SuStaIn (GMM),5,0.1733679211647321,0.46797202797202797,9.360287928581238,0.4878787878787879,0.08350508609799881,3.031111111111111,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),1,4,BebmS,1,0.010786523764150208,1.0,0.45920687516530356,0.21212121212121213,,0.017777777777777778,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),1,4,BebmS (Blind),1,0.010786523764150208,1.0,0.6148888826370239,0.3787878787878788,,1.1377777777777778,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),1,4,Random Guessing,1,0.010786523764150208,1.0,0.0,0.5757575757575758,,6.306666666666667,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),1,4,SuStaIn (GMM),1,0.010786523764150208,1.0,0.5312432010968526,0.5909090909090909,,3.066666666666667,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),2,4,BebmS,3,0.06529945645410293,0.411033411033411,0.6716983199119568,0.3686868686868687,0.145029741061765,0.09333333333333334,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),2,4,BebmS (Blind),3,0.06529945645410293,0.411033411033411,1.3442676583925883,0.4898989898989899,0.017001203991235992,0.6088888888888889,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),2,4,Random Guessing,3,0.06529945645410293,0.411033411033411,0.0,0.38888888888888884,-0.007901198356055772,5.791111111111111,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),2,4,SuStaIn (GMM),3,0.06529945645410293,0.411033411033411,2.885840058326721,0.47979797979797983,0.0024193797389628203,2.528888888888889,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),2,4,SuStaIn (KDE),3,0.06529945645410293,0.411033411033411,2.8014092683792113,0.35353535353535354,0.0304419841244437,0.07111111111111111,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),3,4,BebmS,3,0.30249097662584357,0.6037296037296037,0.774182935555776,0.39393939393939387,0.018075084222630166,0.11555555555555555,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),3,4,BebmS (Blind),3,0.30249097662584357,0.6037296037296037,1.9132282972335815,0.37373737373737376,0.006319544500290589,0.7511111111111111,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),3,4,Random Guessing,3,0.30249097662584357,0.6037296037296037,0.0,0.43939393939393945,0.0457388621224572,5.502222222222223,,3.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),3,4,SuStaIn (GMM),3,0.30249097662584357,0.6037296037296037,3.352287216981252,0.494949494949495,-0.014181583666795797,2.2888888888888888,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),3,4,SuStaIn (KDE),3,0.30249097662584357,0.6037296037296037,3.180786116917928,0.39898989898989895,-0.015188878651563601,0.06666666666666667,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),4,4,BebmS,3,0.03330955825693536,0.4172494172494173,1.2299992601076761,0.32323232323232326,0.039992833539037306,0.0,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),4,4,BebmS (Blind),3,0.03330955825693536,0.4172494172494173,2.6329967856407164,0.3737373737373737,0.062378276111513,0.14222222222222222,,1.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),4,4,Random Guessing,3,0.03330955825693536,0.4172494172494173,0.0,0.4141414141414141,-0.0038998232892572056,6.391111111111111,,1.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),4,4,SuStaIn (GMM),3,0.03330955825693536,0.4172494172494173,4.467539437611898,0.31313131313131315,-0.004648152506472111,1.7955555555555556,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),5,4,BebmS,1,0.4152438380190217,1.0,0.8101670344670614,0.22727272727272727,,0.017777777777777778,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),5,4,BebmS (Blind),1,0.4152438380190217,1.0,1.0981845418612162,0.25757575757575757,,0.3111111111111111,,0.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),5,4,Random Guessing,1,0.4152438380190217,1.0,0.0,0.5606060606060606,,5.64,,0.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),5,4,SuStaIn (GMM),1,0.4152438380190217,1.0,0.8573989510536194,0.24242424242424243,,0.9155555555555556,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),6,4,BebmS,5,0.26326360022632556,0.2951048951048951,1.2815477093060812,0.396969696969697,0.05146501805312869,0.0,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),6,4,BebmS (Blind),5,0.26326360022632556,0.2951048951048951,3.084277590115865,0.41515151515151516,0.06031487296698833,1.8311111111111111,,1.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),6,4,Random Guessing,5,0.26326360022632556,0.2951048951048951,0.0,0.3878787878787879,-0.005408207870365664,5.9911111111111115,,1.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),6,4,SuStaIn (GMM),5,0.26326360022632556,0.2951048951048951,8.621891144911448,0.45151515151515154,0.03304483334436339,1.2533333333333334,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),6,4,SuStaIn (KDE),5,0.26326360022632556,0.2951048951048951,8.734958410263062,0.37575757575757573,0.016216425419924144,0.08,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),7,4,BebmS,5,0.15247029443639387,0.20223776223776224,0.7984026352564494,0.3181818181818182,0.12792556757816126,0.06666666666666667,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),7,4,BebmS (Blind),5,0.15247029443639387,0.20223776223776224,1.8536049167315165,0.3242424242424242,0.0005479232174289124,0.9155555555555556,,2.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),7,4,Random Guessing,5,0.15247029443639387,0.20223776223776224,0.0,0.3242424242424242,0.007921908616125344,5.795555555555556,,2.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),8,4,BebmS,5,0.3610380704934972,0.6044755244755244,1.1610642671585083,0.31212121212121213,0.04239760913763518,0.08444444444444445,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),8,4,BebmS (Blind),5,0.3610380704934972,0.6044755244755244,2.7601131598154702,0.2818181818181818,0.02770346389541854,0.5333333333333333,,0.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),8,4,Random Guessing,5,0.3610380704934972,0.6044755244755244,0.0,0.3484848484848485,0.011780016411559725,5.831111111111111,,0.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),8,4,SuStaIn (GMM),5,0.3610380704934972,0.6044755244755244,7.670431999365489,0.4212121212121212,0.003193523830743237,3.7911111111111113,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),8,4,SuStaIn (KDE),5,0.3610380704934972,0.6044755244755244,7.218322900931041,0.3848484848484849,0.025077553165342683,0.10222222222222223,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),9,4,BebmS,4,0.07320634168798953,0.32867132867132864,1.1988171855608623,0.3484848484848485,0.1581448129244958,0.09777777777777778,,,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),9,4,BebmS (Blind),4,0.07320634168798953,0.32867132867132864,3.1582573016484576,0.34090909090909094,0.14097069442444168,0.7955555555555556,,1.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),9,4,Random Guessing,4,0.07320634168798953,0.32867132867132864,0.0,0.4015151515151515,-0.006536844848405277,5.933333333333334,,1.0,100,100
300,0.75,Exp 4: S & Ordinal kj (Uniform) & X (Non-Normal),9,4,SuStaIn (GMM),4,0.07320634168798953,0.32867132867132864,6.287335066000621,0.42803030303030304,0.10251624055267461,1.7866666666666666,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),0,5,BebmS,2,0.203331492041572,0.5384615384615384,0.7007644693056743,0.26515151515151514,0.41920401100179483,0.017777777777777778,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),0,5,BebmS (Blind),2,0.203331492041572,0.5384615384615384,1.2110934813817342,0.34090909090909094,0.1391849425708307,0.044444444444444446,,1.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),0,5,Random Guessing,2,0.203331492041572,0.5384615384615384,0.0,0.43181818181818177,-0.004747443684170062,6.08,,1.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),0,5,SuStaIn (GMM),2,0.203331492041572,0.5384615384615384,1.674792726834615,0.28030303030303033,0.11859223875391581,1.5866666666666667,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),0,5,SuStaIn (KDE),2,0.203331492041572,0.5384615384615384,1.6309974670410157,0.3181818181818182,0.18323080189430965,0.044444444444444446,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),1,5,BebmS,2,0.20705508649841622,0.48951048951048953,0.6680799166361491,0.09848484848484848,0.49301020519384264,0.08444444444444445,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),1,5,BebmS (Blind),2,0.20705508649841622,0.48951048951048953,1.1620391011238098,0.11363636363636365,0.5720294426919033,1.431111111111111,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),1,5,Random Guessing,2,0.20705508649841622,0.48951048951048953,0.0,0.5909090909090908,0.0009397968916568479,6.097777777777778,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),1,5,SuStaIn (GMM),2,0.20705508649841622,0.48951048951048953,1.7050013422966004,0.23484848484848486,0.2628245459502538,1.728888888888889,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),1,5,SuStaIn (KDE),2,0.20705508649841622,0.48951048951048953,1.6326147754987081,0.5151515151515151,0.12086307919997143,0.02666666666666667,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),2,5,BebmS,5,0.16438069348558307,0.21286713286713288,1.6260005553563437,0.27575757575757576,0.10439202765550937,0.37777777777777777,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),2,5,BebmS (Blind),5,0.16438069348558307,0.21286713286713288,3.7638803561528524,0.35454545454545455,0.05439486780810597,0.28888888888888886,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),2,5,Random Guessing,5,0.16438069348558307,0.21286713286713288,0.0,0.396969696969697,0.0038112709244308794,5.435555555555555,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),2,5,SuStaIn (GMM),5,0.16438069348558307,0.21286713286713288,11.72186077038447,0.42727272727272725,0.07783629910426901,1.6488888888888888,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),2,5,SuStaIn (KDE),5,0.16438069348558307,0.21286713286713288,9.960789306958516,0.38181818181818183,0.028887835274993227,0.044444444444444446,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),3,5,BebmS,1,0.43504977500627506,1.0,0.7455407659212748,0.2727272727272727,,0.035555555555555556,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),3,5,BebmS (Blind),1,0.43504977500627506,1.0,1.1824552456537882,0.22727272727272727,,0.3333333333333333,,3.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),3,5,Random Guessing,1,0.43504977500627506,1.0,0.0,0.6818181818181818,,6.222222222222222,,3.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),3,5,SuStaIn (GMM),1,0.43504977500627506,1.0,0.8328351497650146,0.3787878787878788,,1.7022222222222223,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),4,5,BebmS,2,0.24452786982972255,0.6048951048951049,0.6043182611465454,0.09090909090909091,0.22812645905954088,0.0,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),4,5,BebmS (Blind),2,0.24452786982972255,0.6048951048951049,1.1142203688621521,0.33333333333333337,-0.022520058830136903,0.013333333333333334,,4.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),4,5,Random Guessing,2,0.24452786982972255,0.6048951048951049,0.0,0.5378787878787878,-0.008781200161404991,5.817777777777778,,4.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),4,5,SuStaIn (GMM),2,0.24452786982972255,0.6048951048951049,1.580372679233551,0.3712121212121212,0.3169423129674575,2.1866666666666665,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),5,5,BebmS,1,0.15564327056818422,1.0,0.8400113701820373,0.18181818181818182,,0.022222222222222223,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),5,5,BebmS (Blind),1,0.15564327056818422,1.0,1.1624592026074727,0.21212121212121213,,1.6444444444444444,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),5,5,Random Guessing,1,0.15564327056818422,1.0,0.0,0.5,,6.155555555555556,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),5,5,SuStaIn (GMM),1,0.15564327056818422,1.0,1.1166141549746196,0.5303030303030303,,2.151111111111111,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),5,5,SuStaIn (KDE),1,0.15564327056818422,1.0,0.8646242380142212,0.25757575757575757,,0.0,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),6,5,BebmS,3,0.47002629589588574,0.7948717948717948,1.2324815034866332,0.2878787878787879,0.1575643738922899,1.0133333333333334,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),6,5,BebmS (Blind),3,0.47002629589588574,0.7948717948717948,2.3557325998942056,0.37878787878787873,0.17240282480652708,0.0,,1.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),6,5,Random Guessing,3,0.47002629589588574,0.7948717948717948,0.0,0.47474747474747475,-0.005441710478264165,6.684444444444445,,1.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),6,5,SuStaIn (GMM),3,0.47002629589588574,0.7948717948717948,3.9806155721346537,0.6060606060606061,0.07732461094422541,1.8266666666666667,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),6,5,SuStaIn (KDE),3,0.47002629589588574,0.7948717948717948,4.359653158982595,0.35858585858585856,0.09225043797966116,0.13777777777777778,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),7,5,BebmS,5,0.294361908683906,0.5558041958041958,0.7610800306002299,0.30606060606060603,0.1283326669332267,0.013333333333333334,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),7,5,BebmS (Blind),5,0.294361908683906,0.5558041958041958,1.953805180390676,0.396969696969697,0.10014705327853399,1.0177777777777777,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),7,5,Random Guessing,5,0.294361908683906,0.5558041958041958,0.0,0.45151515151515154,0.008301635681013449,6.137777777777778,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),7,5,SuStaIn (GMM),5,0.294361908683906,0.5558041958041958,6.282908733685812,0.4636363636363637,0.026691324083505573,2.071111111111111,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),7,5,SuStaIn (KDE),5,0.294361908683906,0.5558041958041958,6.190814638137818,0.3848484848484849,0.043426957726498336,0.035555555555555556,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),8,5,BebmS,1,0.10450499444388543,1.0,0.6753655711809794,0.21212121212121213,,1.04,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),8,5,BebmS (Blind),1,0.10450499444388543,1.0,1.1326247175534567,0.25757575757575757,,1.048888888888889,,5.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),8,5,Random Guessing,1,0.10450499444388543,1.0,0.0,0.4393939393939394,,5.453333333333333,,5.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),8,5,SuStaIn (GMM),1,0.10450499444388543,1.0,0.842652455965678,0.24242424242424243,,1.3955555555555557,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),9,5,BebmS,2,0.1617321938736454,0.19230769230769232,1.0825108607610068,0.1590909090909091,0.742736828360645,0.008888888888888889,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),9,5,BebmS (Blind),2,0.1617321938736454,0.19230769230769232,2.1391002416610716,0.25,0.40398626902039664,0.02666666666666667,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),9,5,Random Guessing,2,0.1617321938736454,0.19230769230769232,0.0,0.5454545454545454,0.02195112623809706,5.8533333333333335,,2.0,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),9,5,SuStaIn (GMM),2,0.1617321938736454,0.19230769230769232,2.292561141649882,0.3939393939393939,0.1634646856525914,2.608888888888889,,,100,100
300,0.75,Exp 5: S & Continuous kj (Uniform) & X (Normal),9,5,SuStaIn (KDE),2,0.1617321938736454,0.19230769230769232,2.40572368701299,0.3181818181818182,0.2751465700343002,0.017777777777777778,,,100,100
300,0.75,Exp 6: S & Continuous kj (Uniform) & X (Non-Normal),0,6,BebmS,4,0.025700529748540736,0.43356643356643354,1.3844525218009949,0.35227272727272724,0.05327783778796883,0.04888888888888889,,,100,100
300,0.75,Exp 6: S & Continuous kj (Uniform) & X (Non-Normal),0,6,BebmS (Blind),4,0.025700529748540736,0.43356643356643354,2.9721790234247845,0.35984848484848486,0.0332127574958441,1.0533333333333332,,0.0,100,100
300,0.75,Exp 6: S & Continuous kj (Uniform) & X (Non-Normal),0,6,Random Guessing,4,0.025700529748540736,0.43356643356643354,0.0,0.5,0.013612258189183194,6.328888888888889,,0.0,100,100
